framenr,kanji,keyword,public,last_edited,story
1543,積,"volume",0,2020-10-20 18:13:23,"on many *wheat* (*{禾}*) cereal boxes, there is a disclaimer stating that ""This package is sold by weight, not by volume. Some settling of contents may have occurred."" Well they only say that because they don't want people to *blame* (*{責}*) them for how little is in the box."
1544,債,"bond",0,2015-07-11 13:49:01,"*Mr. T's* plot of world domination is foiled.  Who is to *blame* (*{責}*)?  The name's Bond.  James Bond."
1545,漬,"pickling",0,2015-01-29 12:21:45,"When #pickling# you MUST use distilled water!  When it doesn't come out right, generally it is the *water* that  is to *blame* (*{責}*)."
1546,表,"surface",0,2012-08-02 16:06:04,"When I was *growing up*, the surface of my *scarf* was always covered with snot from blowing my nose on it."
1547,俵,"bag",0,2012-07-24 15:30:38,"*Mr. T*'s punching bag has one beat up *{1546}*."
1548,潔,"undefiled",0,2023-11-24 14:44:15,"To ensure she remained undefiled, a young girl *growing up* in a rough area always kept a *dagger* concealed under her *threads* (*{糸}*), even when she went into the *water* (*{氵}*)."
1549,契,"pledge",0,2012-07-24 15:31:08,"Imagine a totalitarian regime where, while *growing up*,  you have to pledge allegiance to the flag at *dagger*-point and with *St. Bernard* guard dogs watching you."
1550,喫,"consume",0,2020-10-27 02:59:57,"My *mouth* (*{口}*) makes a *pledge* (*{契}*) to consume less."
1551,害,"harm",0,2024-05-22 17:31:38,"With kids *growing up* (龶) in your *house* (*{宀}*), you have to keep them from #harm# of putting anything in their *mouth* (*{口}*), paint chips, bleach, knives, etc."
1552,轄,"control",0,2015-02-22 17:06:22,"#Control# is very important!  Especially when operating a *car* (*{車}*).  Few people realize the *harm* (*{害}*) they can cause just by losing #control# of their *car* for a second.  Tremendous *harm*.   Stay in #control#!"
1553,割,"proportion",0,2017-03-11 03:13:43,"[proportion; comparatively; divide; cut; separate; split]

Hey, don't take this out of #proportion#! I did you just a little *harm* (*{害}*), no need to come over here with a *sabre*..."
1554,憲,"constitution",0,2012-07-24 16:13:17,"The #constitution# is important.  At least my parents thought so.  In the *house* where I *grew up*, it was framed on the wall.  Under the watchful (sideways) *eye* of my mother, we had to study it until we knew it by *heart*."
1555,生,"life",0,2024-04-22 16:15:48,"This is the first cell of a human, the foundation of its entire life, a small *drop* (*{丶}*) that will *grow up* to form a complex organism."
1556,星,"star",0,2023-07-29 18:13:40,"The *sun* (*{日}*) is the nearest star to the only planet known to support *life* (*{生}*): the Earth."
1557,姓,"surname",0,2012-07-24 16:14:53,"A *woman* changes her surname when she starts her new married *life*."
1558,性,"sex",0,2016-11-14 04:17:17,"Sex is the only *state of mind* for many men throughout their whole *life* (*{生}*)."
1559,牲,"animal sacrifice",0,2012-07-24 16:15:30,"Animal sacrifice = a *cow* gives its *life*."
1560,産,"products",0,2012-07-24 16:15:44,"If you were to *stand up* all the products you have accumulated over the course of your entire *life* on top of one another,  the result would probably be as tall as a *cliff*."
1561,隆,"hump",0,2012-07-26 16:37:35,"You are struggling to the top across the humps, but you suddenly see the *pinnacle* and you feel in your *walking legs* new *life*."
1562,峰,"summit",0,2012-07-26 16:38:13,"""Walking legs"" over ""bushes"" needs to have a primitive meaning of its own.  It appears in several kanji, such as 縫 {1563},  逢 {2417}, 蜂 {2687}, and 鋒 {2768}, and it is clumsy to work bushes and walking legs into every story.  ""Pointy"" works fairly well: the walking legs are stuck on top of the pointy part of the bush; and for this character: a #summit# is the *pointy* end of a *mountain*."
1563,縫,"sew",0,2020-11-06 17:08:28,"*Spider man* has to sew a new costume. He slipped while web swinging and fell on a bunch of *pointy* (*{夆}*) stuff in the *road* (⻌). Ouch! (See Mcfate's {峰} story for the ""pointy"" primitive)"
1564,拝,"worship",0,2020-12-21 07:31:35,"I put my *fingers* (*{扌}*) together in worship of the *bush* (*{丰}*) that hangs from the *ceiling* -- that wonderful mistletoe which has gotten me kissed by many a girl."
1565,寿,"longevity",0,2012-07-26 16:39:31,"This old China man *glued* *shrubs* to his body. The added intake of oxygen from the *shrubs* was, according to him, the secret of his longevity. Sometimes he would sit all day in meditation without moving, and the locals believed the old man had actually turned into a *shrub* !"
1566,鋳,"casting",0,2012-07-26 16:39:50,"They made a *metal* casting of the Chinese man who *glued* *shrubs* to himself to increase his *{1565}*.  It's now sold around the world as it's thought that having one will increase your own *longevity.*"
1567,籍,"enroll",0,2020-11-05 16:24:48,"*Once upon a time* (*{昔}*), in order to #enroll# in a Christian school you had to answer a series of questions to ensure that you were really Christian. For example, the principal might show you a picture of a *Christmas tree* (*{耒}*) and a picture of some *bamboo* (⺮ ... *{竹}*) and ask you which one is most suitable for decoration at Christmas time."
1568,春,"springtime",0,2012-07-26 16:40:33,"In the #springtime# *bonsai* get plenty of *sun*."
1569,椿,"camellia",0,2016-11-24 08:51:20,"The *tree* of *springtime* (*{春}*). Fact: #Camellia# are highly valued in Japan and elsewhere for their very early flowering, often among the first flowers to appear in the late winter [early spring?]."
1570,泰,"peaceful",0,2012-07-26 16:41:21,"If you look into Japanese gardens they seem so peaceful - with their small *bonsai* and the white stones looking like *rice grains*."
1571,奏,"play music",0,2012-07-26 16:41:31,"When you play music to them, your *bonsai* will grow like they are in *heaven*."
1572,実,"reality",0,2012-07-26 16:42:04,"*Bonsai* are grown in a *house*, away from the harsh reality of the real world where they wouldn't survive."
1573,奉,"dedicate",0,2012-07-26 16:42:16,"To join the temple, you have to #dedicate# yourself to raising *bonsai* for enlightenment, and *cornstalks* for sustenance."
1574,俸,"stipend",0,2015-01-24 11:13:00,"*Mr. T* gets a #stipend# every month if he is seen to *dedicate* (*{奉}*) enough time to his temple training, a very hard thing for the impatient T."
1575,棒,"rod",0,2020-10-27 19:02:44,"Ha! If you know anything about Buddhist monks, during meditation, they're slapped with *wooden* (*{木}*) #rod#s to stay *dedicated* (*{奉}*) to their task."
1576,謹,"discreet",0,2012-07-28 17:33:15,"HOW TO REMEMBER CABBAGE: it's the flower that is shoved in your mouth while you are growing up (parents force feed you cabbage), note how the ""grow up"" primitive is pushed into the mouth primitive overlapping. ""Muttering *words* of gratitude for a wonderful meal, I discreetly slipped my *cabbage* under the table for the dog."""
1577,勤,"diligence",0,2012-07-26 16:43:24,"Growing *cabbages* takes *muscle* and diligence."
1578,漢,"Sino-",0,2012-07-26 16:43:41,"In the *water* between Japan and China, the Sino- side has put *scarecrows* in the water to try and keep the Japanese away"
1579,嘆,"sigh",0,2012-07-26 16:44:20,"A #sigh# escapes the *mouth* of the *scarecrow*, who laments: ""...if I only had a brain, I could learn kanji""."
1580,難,"difficult",0,2012-07-26 16:44:29,"It is difficult for a *scarecrow* to scare a *turkey* or else they would've been called scareturkeys"
1581,華,"splendor",0,2024-12-04 16:11:29,"Hint: Splendor in the Grass.  Compare with 草 (*{草}*).
This is just a more #splendid# version of that kanji."
1582,垂,"droop",0,2012-07-26 16:45:11,"For an old man with a *walking stick*, even a *drop* of *silage* to carry on his back will make him #droop# low down to the *floor*."
1583,睡,"drowsy",0,2015-12-04 09:12:25,"Our *eyes* *droop* (*{垂}*) when we are drowsy."
1584,錘,"spindle",0,2015-09-19 15:45:24,"Wasn't it a cursed spindle that Sleeping Beauty pricked her finger on?  Therefore the spindle was the *metal* that caused her to *droop* (*{垂}*) and eventually sleep for 100 years."
1585,乗,"ride",0,2012-07-26 16:46:15,"It's a *hay* #ride#! You sit on piles of *silage* and everyone likes to imitate old-time farmers with a piece of *wheat* sticking out of their mouths."
1586,剰,"surplus",0,2012-07-26 16:46:34,"If you go for a *{1585}* and find a *sabre* beside you, perhaps you got into an Army surplus jeep."
1587,今,"now",0,2012-07-26 16:46:57,"My *meeting* is at 7 - but that's now!"
1588,含,"include",0,2012-08-11 03:49:03,"Batteries included with this *clock*. Open the *mouth* at the back and insert them after purchase."
1589,吟,"versify",0,2012-07-26 16:48:18,"A rapper is trying to #versify#, but sucks: Hickery dickery dock, the *mouth* spat out the *clock*. I'm gonna shoot you with my glock, if you don't suck my cock! #Versify#!"
1590,念,"wish",0,2012-07-26 16:48:44,"Someone wishing from the bottom of their heart that the clock would stop. A mid-life crisis perhaps."
1591,琴,"harp",0,2020-10-16 03:36:05,"Two *kings* (*{王}*) were fighting over a beautiful koto (harp). So they had a *clock* built into it that would measure how long each one played it. That way they could be sure none played it more than othe other."
1592,陰,"shade",0,2012-07-26 16:48:57,"The only #shade# at *The Pinnacle* is in the shadow of the giant *clock* tower, or from a *rising cloud*."
1593,予,"beforehand",0,2012-07-26 16:49:12,"Beforehand, this was a *halberd* but I cut it short so it could #be for hand# to hand combat"
1594,序,"preface",0,2012-07-26 16:49:28,"The preface to all human history was written *{1593}* in *caves*."
1595,預,"deposit",0,2020-12-28 13:54:44,"Depositing money into your savings account is something you do *beforehand* (*{予}*) if you use your *head* (*{頁}*). If you're in Japan your passbook says 預金機（よきんき）when you make a deposit"
1596,野,"plains",0,2023-01-15 16:28:51,"These days we all work in front of computers (*{里}*) whereas  *beforehand* (*{予}*) we all worked out in the fields, in the plains."
1597,兼,"concurrently",0,2012-07-26 16:50:28,"Our ninja hero, disguised as a gardener with a *rake*, is suddenly attacked from both left and right concurrently by bulls with *animal horns*. Our hero lets out a blood-curdling scream and tears his rake handle vertically in half, so he now has two wooden staffs (*split rake handle*) to fight with. He grips each staff (left side and right side) and rams it into the horns of the charging bulls. The force of each charging bull causes the tips of each staff to split again (*split bottom of each rake handle*)."
1598,嫌,"dislike",0,2012-07-26 16:50:42,"Naturally, if you're dating more than one *woman* *{1597}*, they will certainly dislike each other!"
1599,鎌,"sickle",0,2012-07-26 16:51:07,"This is a special sickle with *metal* blades on both sides. It can cut many things *{1597}*!"
1600,謙,"self-effacing",0,2015-07-07 18:41:31,"When you are self-effacing you use *words*
to *concurrently* (*{兼}*) bring yourself down and
make yourself look better."
1601,廉,"bargain",0,2012-07-26 16:51:51,"Stores don't want you to know it, but if you find the secret *cave*, they run #bargains# there *{1597}* to their regular prices. (Image: pulling a certain level in a store to find the ""#bargain# *cave*)."
1602,西,"west",0,2012-07-30 16:25:53,"the Old West represented by a completely empty whiskey bottle (compare {1427}:  whiskey bottle about one third full)"
1603,価,"value",0,2020-10-27 03:04:15,"*Mr. T* has a high value in the *Old West* (*{覀}*) because you see him in ""Wanted"" posters all over the place!"
1604,要,"need",0,2024-04-29 18:34:45,"In the *old west* the needs of a *woman* (*{女}*) were always at the bottom."
1605,腰,"loins",0,2020-10-03 11:53:55,"My #loins# ache! Some *flesh* is what they *need* (*{要}*)!"
1606,票,"ballot",0,2012-07-30 16:28:21,"In the *Old West* there were no ballot boxes.  Afraid of fraud and fighting among the gunslingers, the ballots were posted into a slot in the top of the local church *altar* instead.  They may have been rough, but the cowboys wouldn't fight in the church."
1607,漂,"drift",0,2020-12-08 18:12:44,"#Drift#ing on the *water* (*{氵}*) we held a *ballot* (*{票}*) to decide who to kick off the raft."
1608,標,"signpost",0,2012-07-30 17:10:05,"*Trees* were frequently used as #signposts# in those days, indicating where one had to go to cast a *{1606}*."
1609,栗,"chestnut",0,2022-08-25 15:32:58,"Chestnut tree, *west* (*{西}*) nut tree (*{木}*)."
1610,遷,"transition",0,2012-07-30 16:30:11,"Since the days of the *Old West*, travelling has transitioned from trying not to step on *big snakes* to driving on *big roads*."
1611,覆,"capsize",0,2017-01-06 04:33:11,"Remember Oregon Trail? Remember how you had to float your wagon across rivers to get to the *Old West*? Well, sometimes that wagon capsizes. Once that happens you'd better quickly head to the nearest town to *restore* (*{復}*)."
1612,煙,"smoke",0,2012-07-27 17:54:28,"In the *Old West*, they used to light *fires* in the *ground* to make smoke signals."
1613,南,"south",0,2012-07-30 16:32:55,"South of my *belt* leads to *{1505}*."
1614,楠,"camphor tree",0,2013-09-09 01:45:05,"We travelled to *{1613}* Japan just to see a camphor tree.  It's what we came for."
1615,献,"offering",0,2016-07-04 04:11:46,"a *south* (*{南}*) Korean street vendor is offering *chihuahu* snacks"
1616,門,"gates",0,2012-07-30 16:34:25,"The gates to Hell. guarded by Cerebus or ... Bill Gates?"
1617,問,"question",0,2012-07-30 16:34:57,"you begin to question all of the *holes* *{1616}* leaves in his software"
1618,閲,"review",0,2020-11-01 10:57:40,"A little *devil* (*{兑}*) at the *{門} of hell* reviews your record to see if you're evil enough to get in."
1619,閥,"clique",0,2015-06-04 11:33:04,"You set a guard at the *gate* (*{門}*) to *fell* (*{伐}*) intruders not of your clique."
